mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,zcr,rms,spectral_centroid,spectral_bandwidth,spectral_rolloff,tempo,harmonic_ratio,spectral_flatness,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,genre,file_name
-75.46332550048828,83.29920959472656,10.706214904785156,14.456714630126953,14.260170936584473,7.435577392578125,5.2846293449401855,-0.40144118666648865,5.719382286071777,3.3453526496887207,-2.5228965282440186,-4.243085861206055,-1.841269850730896,68.26234436035156,28.67719841003418,18.722270965576172,14.766538619995117,12.056262969970703,11.463810920715332,10.534850120544434,9.934149742126465,10.00898265838623,8.401689529418945,7.877175331115723,8.062914848327637,7.767736911773682,0.10191792332848837,0.1578463315963745,2683.3840211519373,2924.459807210312,5958.420921148256,83.35433467741936,0.34083810448646545,0.047352079302072525,22.254723325567397,15.955350278737937,18.066965768761655,18.05298630001074,18.725320787946067,17.200722358827033,15.140869204567977,0.29995104670524597,0.3793099522590637,0.470007985830307,0.3252827823162079,0.34122124314308167,0.3131704330444336,0.44305604696273804,0.40041419863700867,0.33901578187942505,0.41902682185173035,0.37270864844322205,0.4221487045288086,0.052186097829152865,-0.03184413989329632,0.051486844279218485,-0.04005059578362141,0.007267212803283339,-0.009453977537233097,pop,pop.00027.wav
-69.11246490478516,73.77897644042969,-12.471774101257324,9.525618553161621,-0.051145948469638824,12.708080291748047,3.1620700359344482,-0.1025208905339241,2.513746738433838,2.861201286315918,-1.6818126440048218,-3.0508644580841064,1.6015225648880005,95.9552993774414,22.290803909301758,22.914546966552734,15.897292137145996,13.207098960876465,15.29763126373291,11.6650972366333,12.763322830200195,10.508048057556152,7.567729473114014,8.526766777038574,9.780373573303223,6.654748439788818,0.13704957000968992,0.13980638980865479,2835.0431195801543,2731.6529844505826,5944.541185955669,99.38401442307692,0.18675747513771057,0.061393264681100845,18.0745580841585,15.149654002598322,17.45893630931835,17.181522963105383,18.045204926948724,16.16243496315451,15.842061376060997,0.5447575449943542,0.35087326169013977,0.38831058144569397,0.33786675333976746,0.3908902704715729,0.4290197193622589,0.44793781638145447,0.532196044921875,0.4045868217945099,0.41926053166389465,0.3542899787425995,0.4765810966491699,0.048235683350101755,0.06926027911444618,0.025090261456347098,0.054096723434536816,-0.007287329617673002,0.0030813993310353886,pop,pop.00033.wav
-113.25811767578125,41.56414794921875,21.54595947265625,11.081443786621094,17.457849502563477,0.6241185665130615,3.01676082611084,0.06758122146129608,3.4704275131225586,0.29070499539375305,0.6182485818862915,1.249395728111267,2.903146982192993,78.74610137939453,29.660022735595703,24.953065872192383,20.342735290527344,15.41900634765625,14.61599063873291,11.43614673614502,12.272448539733887,12.229890823364258,9.635196685791016,9.185120582580566,8.615166664123535,8.537291526794434,0.2287135870881783,0.09788535535335541,4226.58593808844,3404.6140023143066,8484.08203125,95.703125,-1.7823597192764282,0.1258741319179535,18.649727198021104,15.544145264996098,18.635612269657322,17.341507081719932,17.748555293829178,16.973911662035942,15.765262967869864,0.44358500838279724,0.4933241307735443,0.3741072118282318,0.4781509339809418,0.47702324390411377,0.3445259630680084,0.3885628879070282,0.4033287763595581,0.49191713333129883,0.38372889161109924,0.3909386992454529,0.4513600468635559,-0.036372479008150146,-0.06395634063849283,-0.01412632430131136,0.04606702658961438,-0.002594202715422379,-0.004432439621061439,pop,pop.00032.wav
-73.4219970703125,97.42221069335938,16.88865089416504,-0.5528331398963928,7.17862606048584,4.888375282287598,0.7369999885559082,-5.553924560546875,0.9643987417221069,4.876372337341309,-5.847238540649414,-4.907070159912109,-0.013238715007901192,64.56156158447266,28.37680435180664,23.213315963745117,16.154682159423828,16.359127044677734,13.290346145629883,11.836089134216309,12.647344589233398,10.775894165039062,9.936808586120605,8.863460540771484,9.268941879272461,8.472175598144531,0.10354022831879844,0.19557639956474304,2526.9616148000823,2848.9827274160407,5557.419263263081,75.99954044117646,0.11419838666915894,0.030395733192563057,23.059868811246986,16.141461578929377,20.415897068089063,20.42810291766965,20.53760695218308,17.860201983777273,15.554486020796972,0.46426722407341003,0.2877555191516876,0.3170855939388275,0.24638031423091888,0.32379719614982605,0.267225980758667,0.25060009956359863,0.5424489974975586,0.39102575182914734,0.34555584192276,0.2445259690284729,0.34249645471572876,0.11617657524814237,0.07178267896504996,0.015320867556327581,0.06914278757072571,0.0012611350715717572,0.011214837048368835,pop,pop.00026.wav
-18.320768356323242,72.32365417480469,-4.7909040451049805,-0.32402387261390686,1.7181305885314941,-0.8661431670188904,-1.2908717393875122,-0.33530113101005554,0.6252728700637817,-0.1732068955898285,-1.1770548820495605,-1.058363437652588,2.5092015266418457,57.91322708129883,22.364248275756836,17.055858612060547,15.117809295654297,10.438409805297852,11.546463012695312,8.955262184143066,9.424976348876953,10.437832832336426,8.480851173400879,8.844883918762207,7.959505558013916,6.365238666534424,0.14871002906976744,0.20294632017612457,3070.8357261329897,2976.3354557851053,6653.909997274709,95.703125,-1.4723764657974243,0.07504145056009293,17.14011218963541,15.242598823484427,18.909037842919304,18.530635235490998,18.59126685674613,16.451884998601184,15.307627806506824,0.40082892775535583,0.5324166417121887,0.2892392873764038,0.37193217873573303,0.2603251338005066,0.37305155396461487,0.25714507699012756,0.2903570830821991,0.46918120980262756,0.32080918550491333,0.4407099187374115,0.2838350236415863,-0.13580768428757067,-0.024790075446441413,-0.06113602383235517,0.0016330356731314528,0.014269746216769729,-0.015357861900702116,pop,pop.00030.wav
-40.752769470214844,61.5203742980957,9.872293472290039,10.101573944091797,8.463483810424805,5.356900691986084,8.366929054260254,3.479053497314453,8.252054214477539,5.883206844329834,-0.11308711767196655,-0.5799571871757507,0.5441362857818604,62.35883712768555,23.913366317749023,20.230356216430664,18.808237075805664,13.11672306060791,14.191922187805176,10.865928649902344,10.680156707763672,9.64027214050293,9.753979682922363,8.603965759277344,8.635159492492676,7.403120517730713,0.14458991945251937,0.20762355625629425,3302.3420437051086,3175.6811167591186,7302.98583984375,117.45383522727273,0.0027308701537549496,0.06832543015480042,23.559239700061607,14.650683664654002,19.147662871521668,18.610774285253118,18.279023522245726,16.593414545743165,15.368515304188437,0.35831835865974426,0.44577357172966003,0.34799933433532715,0.3939085602760315,0.4628556966781616,0.3743879795074463,0.4406513571739197,0.4227381646633148,0.5126857161521912,0.44092071056365967,0.3347378373146057,0.39810165762901306,0.031479063564202166,-0.08358929149614484,-0.006412007357896861,-0.009562955874689858,0.002535032361930536,0.005507959441693375,pop,pop.00024.wav
-49.02658462524414,62.67656707763672,34.222251892089844,12.279762268066406,16.547718048095703,8.62159538269043,8.770865440368652,5.223567008972168,6.783127307891846,9.059139251708984,-4.097137451171875,-0.7543685436248779,-0.36911246180534363,46.88166809082031,21.438676834106445,21.360374450683594,16.610578536987305,10.313941955566406,12.431638717651367,10.193876266479492,9.181158065795898,8.72331428527832,9.300243377685547,7.643599510192871,7.642627239227295,6.523874759674072,0.12771469234496124,0.2071537971496582,3433.800330293651,3405.4996102878868,7932.314566678779,123.046875,0.05716017261147499,0.0564885213971138,22.27233021109793,15.401550487322943,19.565837614843133,19.403730663538237,18.547902014737257,15.993285882349076,14.838135976429063,0.47530677914619446,0.38707366585731506,0.3679336905479431,0.4866180717945099,0.39355483651161194,0.3680000305175781,0.30714523792266846,0.4292835295200348,0.5320224761962891,0.3811476230621338,0.4181042015552521,0.37923815846443176,-0.07021825847680446,0.03261924702408059,0.01361958575543251,0.04221645130003367,-0.001891869118931432,0.0026406809261660925,pop,pop.00018.wav
-25.221616744995117,70.81648254394531,2.9716250896453857,7.572999954223633,1.4652379751205444,2.814685583114624,1.9025743007659912,-6.825950622558594,0.287711501121521,-1.9736331701278687,-6.637409210205078,-0.24066218733787537,-0.7505728006362915,62.323326110839844,28.769189834594727,21.554269790649414,17.277795791625977,14.113301277160645,15.767814636230469,11.399617195129395,10.199690818786621,11.105958938598633,9.889755249023438,9.000308990478516,7.620629787445068,8.245491027832031,0.15606604287790699,0.210709348320961,3131.4963364543046,2945.203238153794,6553.104560319767,92.28515625,-0.09554438292980194,0.07230853289365768,20.28098149408223,15.372949273207945,18.32291949155344,18.32961059492789,18.786453642260156,17.339472829277017,15.494832125155229,0.4878315329551697,0.3875461220741272,0.49651598930358887,0.4992847442626953,0.31805220246315,0.2857169210910797,0.29773613810539246,0.47559642791748047,0.2976740300655365,0.24624711275100708,0.3659880757331848,0.3656066060066223,-0.005428251527460926,0.07317388295032637,0.05666645083056626,-0.008660145122702533,0.0030387883699098425,0.009177932228041141,pop,pop.00019.wav
-106.85896301269531,81.0146713256836,47.840553283691406,13.586028099060059,12.968146324157715,6.935113906860352,7.548828125,-2.646336317062378,-2.4855234622955322,1.8775367736816406,-5.154491424560547,-2.744478940963745,-3.6557836532592773,71.53804779052734,35.296173095703125,23.443239212036133,15.513697624206543,11.197388648986816,13.974268913269043,10.99091625213623,10.031465530395508,12.161191940307617,10.107870101928711,9.011533737182617,7.495387077331543,7.873884677886963,0.10578745760658914,0.18952250480651855,2929.599242689388,3201.118894611008,6818.3468840843025,151.99908088235293,0.2994992434978485,0.03372054174542427,23.732134918181576,18.805016733030257,21.140586157428135,19.41578052900658,18.616656543764915,17.496058783316105,15.822710446258032,0.33546093106269836,0.32132309675216675,0.43754515051841736,0.3203297555446625,0.3421393930912018,0.2539067566394806,0.3365107774734497,0.4460209012031555,0.29983997344970703,0.3158017694950104,0.27000027894973755,0.28861764073371887,0.14364540971054574,0.030496239056609278,0.022927044176084793,-0.01770504283928146,0.0081414706028064,-0.0035496349085497167,pop,pop.00025.wav
-18.90809440612793,71.34296417236328,-3.712033748626709,-1.3728435039520264,0.7249071598052979,-1.0053730010986328,-1.0114567279815674,-0.23383325338363647,0.6189108490943909,0.4433482587337494,-1.4488812685012817,-1.0770238637924194,2.408635139465332,58.23793029785156,22.29155921936035,16.85081672668457,15.731073379516602,11.13873291015625,11.908726692199707,9.251705169677734,9.797659873962402,10.94176959991455,8.957548141479492,9.16403865814209,8.45284366607666,6.868825912475586,0.1528880511143411,0.19833041727542877,3111.102749689563,2992.22057770981,6744.841876362645,95.703125,-0.9274225234985352,0.07852247357368469,17.25994499016997,14.865663023084148,18.252615815145255,18.563959663444866,19.58606917373802,17.009727546424752,15.160869363994774,0.41199856996536255,0.5366896390914917,0.29976311326026917,0.3790428638458252,0.27000582218170166,0.380933940410614,0.26526159048080444,0.3035769462585449,0.4743134677410126,0.3313780725002289,0.4446079432964325,0.2934867739677429,-0.13046138399012072,-0.0311554265976864,-0.05959764860801461,-0.0005663609680860445,0.01287359504152255,-0.016531227005270214,pop,pop.00031.wav
-35.38471221923828,61.22444152832031,14.085734367370605,28.67405891418457,4.322642803192139,-1.325128197669983,-0.7973976135253906,5.118101119995117,5.365384101867676,1.2180339097976685,-7.2558913230896,-0.5294265151023865,0.2233426868915558,53.15141296386719,18.745168685913086,20.826904296875,16.03281593322754,12.56704330444336,11.943757057189941,8.507370948791504,7.7828850746154785,7.6803741455078125,7.982672691345215,8.489400863647461,6.50552225112915,6.886058807373047,0.1727531492248062,0.1595582664012909,3280.3420437761993,3026.568729724548,6953.104673873547,107.666015625,-0.0894400104880333,0.09046696871519089,21.48675975305098,13.391525674442576,16.898436962503325,18.19442414049539,18.082384007372607,16.444508295377375,14.994370034909544,0.4120608866214752,0.5419939756393433,0.41317835450172424,0.4378517270088196,0.42477571964263916,0.37772080302238464,0.5247260332107544,0.40976372361183167,0.4311255216598511,0.46756336092948914,0.5137941241264343,0.5054177045822144,0.000794132289563465,-0.06319312891028947,0.016989366796820456,-0.024161477909647268,0.004712263807737734,0.005145944221046318,pop,pop.00009.wav
