mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,zcr,rms,label
-75.46332550048828,83.29920959472656,10.706214904785156,14.456714630126953,14.260170936584473,7.435577392578125,5.2846293449401855,-0.40144118666648865,5.719382286071777,3.3453526496887207,-2.5228965282440186,-4.243085861206055,-1.841269850730896,68.26234436035156,28.67719841003418,18.722270965576172,14.766538619995117,12.056262969970703,11.463810920715332,10.534850120544434,9.934149742126465,10.00898265838623,8.401689529418945,7.877175331115723,8.062914848327637,7.767736911773682,0.10191792332848837,0.1578463315963745,0.0
-69.11246490478516,73.77897644042969,-12.471774101257324,9.525618553161621,-0.051145948469638824,12.708080291748047,3.1620700359344482,-0.1025208905339241,2.513746738433838,2.861201286315918,-1.6818126440048218,-3.0508644580841064,1.6015225648880005,95.9552993774414,22.290803909301758,22.914546966552734,15.897292137145996,13.207098960876465,15.29763126373291,11.6650972366333,12.763322830200195,10.508048057556152,7.567729473114014,8.526766777038574,9.780373573303223,6.654748439788818,0.13704957000968992,0.13980638980865479,0.0
-113.25811767578125,41.56414794921875,21.54595947265625,11.081443786621094,17.457849502563477,0.6241185665130615,3.01676082611084,0.06758122146129608,3.4704275131225586,0.29070499539375305,0.6182485818862915,1.249395728111267,2.903146982192993,78.74610137939453,29.660022735595703,24.953065872192383,20.342735290527344,15.41900634765625,14.61599063873291,11.43614673614502,12.272448539733887,12.229890823364258,9.635196685791016,9.185120582580566,8.615166664123535,8.537291526794434,0.2287135870881783,0.09788535535335541,0.0
-73.4219970703125,97.42221069335938,16.88865089416504,-0.5528331398963928,7.17862606048584,4.888375282287598,0.7369999885559082,-5.553924560546875,0.9643987417221069,4.876372337341309,-5.847238540649414,-4.907070159912109,-0.013238715007901192,64.56156158447266,28.37680435180664,23.213315963745117,16.154682159423828,16.359127044677734,13.290346145629883,11.836089134216309,12.647344589233398,10.775894165039062,9.936808586120605,8.863460540771484,9.268941879272461,8.472175598144531,0.10354022831879844,0.19557639956474304,0.0
-18.320768356323242,72.32365417480469,-4.7909040451049805,-0.32402387261390686,1.7181305885314941,-0.8661431670188904,-1.2908717393875122,-0.33530113101005554,0.6252728700637817,-0.1732068955898285,-1.1770548820495605,-1.058363437652588,2.5092015266418457,57.91322708129883,22.364248275756836,17.055858612060547,15.117809295654297,10.438409805297852,11.546463012695312,8.955262184143066,9.424976348876953,10.437832832336426,8.480851173400879,8.844883918762207,7.959505558013916,6.365238666534424,0.14871002906976744,0.20294632017612457,0.0
-40.752769470214844,61.5203742980957,9.872293472290039,10.101573944091797,8.463483810424805,5.356900691986084,8.366929054260254,3.479053497314453,8.252054214477539,5.883206844329834,-0.11308711767196655,-0.5799571871757507,0.5441362857818604,62.35883712768555,23.913366317749023,20.230356216430664,18.808237075805664,13.11672306060791,14.191922187805176,10.865928649902344,10.680156707763672,9.64027214050293,9.753979682922363,8.603965759277344,8.635159492492676,7.403120517730713,0.14458991945251937,0.20762355625629425,0.0
-49.02658462524414,62.67656707763672,34.222251892089844,12.279762268066406,16.547718048095703,8.62159538269043,8.770865440368652,5.223567008972168,6.783127307891846,9.059139251708984,-4.097137451171875,-0.7543685436248779,-0.36911246180534363,46.88166809082031,21.438676834106445,21.360374450683594,16.610578536987305,10.313941955566406,12.431638717651367,10.193876266479492,9.181158065795898,8.72331428527832,9.300243377685547,7.643599510192871,7.642627239227295,6.523874759674072,0.12771469234496124,0.2071537971496582,0.0
-25.221616744995117,70.81648254394531,2.9716250896453857,7.572999954223633,1.4652379751205444,2.814685583114624,1.9025743007659912,-6.825950622558594,0.287711501121521,-1.9736331701278687,-6.637409210205078,-0.24066218733787537,-0.7505728006362915,62.323326110839844,28.769189834594727,21.554269790649414,17.277795791625977,14.113301277160645,15.767814636230469,11.399617195129395,10.199690818786621,11.105958938598633,9.889755249023438,9.000308990478516,7.620629787445068,8.245491027832031,0.15606604287790699,0.210709348320961,0.0
-106.85896301269531,81.0146713256836,47.840553283691406,13.586028099060059,12.968146324157715,6.935113906860352,7.548828125,-2.646336317062378,-2.4855234622955322,1.8775367736816406,-5.154491424560547,-2.744478940963745,-3.6557836532592773,71.53804779052734,35.296173095703125,23.443239212036133,15.513697624206543,11.197388648986816,13.974268913269043,10.99091625213623,10.031465530395508,12.161191940307617,10.107870101928711,9.011533737182617,7.495387077331543,7.873884677886963,0.10578745760658914,0.18952250480651855,0.0
-18.90809440612793,71.34296417236328,-3.712033748626709,-1.3728435039520264,0.7249071598052979,-1.0053730010986328,-1.0114567279815674,-0.23383325338363647,0.6189108490943909,0.4433482587337494,-1.4488812685012817,-1.0770238637924194,2.408635139465332,58.23793029785156,22.29155921936035,16.85081672668457,15.731073379516602,11.13873291015625,11.908726692199707,9.251705169677734,9.797659873962402,10.94176959991455,8.957548141479492,9.16403865814209,8.45284366607666,6.868825912475586,0.1528880511143411,0.19833041727542877,0.0
